brand,model,chipset,memory,core_clock,boost_clock,color,length,price
EVGA,SC GAMING ACX 3.0,GeForce GTX 1070,8,1594,1784,Black / Silver,267,569.00
PowerColor,Red Devil,Radeon RX 5600 XT,6,1247,1750,Black / Silver,240,
Gigabyte,GAMING OC 3X,GeForce RTX 2060 SUPER,8,1470,1710,Black / Silver,280.35,
EVGA,SC GAMING,GeForce GTX 1060 3GB,3,1607,1835,Black,173,
Sapphire,NITRO+ SE,Radeon RX 6800 XT,16,1825,,Black / Silver,310,
EVGA,Gaming iCX,GeForce GTX 1080 Ti,11,1569,1683,Silver,300,999.99
Sapphire,PULSE,Radeon RX 5500 XT,4,1607,1845,Black,233,193.98
MSI,GT 1030 2GH LP OC,GeForce GT 1030,2,1265,1518,Black,153,84.99
Sapphire,NITRO+,Radeon RX 580,8,1257,1411,Black,260,404.99
Gigabyte,GV-N1030D5-2GL,GeForce GT 1030,2,1252,1506,Black,150,84.49
Gigabyte,WINDFORCE OC,GeForce GTX 1080,8,1657,1797,Black / Orange,280,679.00
GALAX,SG,GeForce RTX 3070,8,1500,1725,Black,329,
EVGA,XC3 GAMING,GeForce RTX 3080,10,1440,1710,Black,285.37,
EVGA,FTW3 ULTRA GAMING,GeForce RTX 2080 Ti,11,1350,1755,Clear / Black,301.925,
EVGA,XC3 ULTRA GAMING,GeForce RTX 3090,24,1400,1725,Black / Red,285,2153.00
Gigabyte,WINDFORCE OC,GeForce RTX 2070 SUPER,8,1605,1785,Black,280.35,919.77
ASRock,Challenger D OC,Radeon RX 5500 XT,4,1685,1845,Black / Yellow,241,230.06
Gigabyte,AORUS,GeForce RTX 2070 SUPER,8,1605,1905,Black,290,
Asus,Dual Series,GeForce GTX 1070,8,1582,1797,White,240,
MSI,GTX 1070 TI TITANIUM 8G,GeForce GTX 1070 Ti,8,1607,1683,Black / Silver,279,745.00
Gigabyte,MINI ITX OC,GeForce RTX 2060,6,1680,1695,Black / Silver,170,
XFX,THICC III Pro,Radeon RX 5600 XT,6,1247,1750,Black,326,721.99
Asus,DUAL EVO,GeForce RTX 2060 SUPER,8,1500,1680,Black,267,467.94
Gigabyte,GV-N105TD5-4GD,GeForce GTX 1050 Ti,4,1290,1430,Black / Orange,172,154.99
Asus,STRIX,GeForce GTX 970,4,1114,1253,Black / Red,280,
Gigabyte,AORUS,GeForce GTX 1070,8,1632,1835,Black / Orange,287,
PNY,VCQRTX4000-PB,Quadro RTX 4000,8,1005,1545,Silver / Black,266.7,900.99
EVGA,FTW GAMING ACX 3.0,GeForce GTX 1080,8,1721,1860,Black / Silver,267,
Asus,STRIX GAMING Advanced,GeForce RTX 2080 SUPER,8,1650,1860,Black,299.7,
Asus,STRIX GAMING OC,GeForce RTX 2060 SUPER,8,1500,1860,Black,301,
Zotac,GAMING AMP,GeForce RTX 2060,6,1365,1800,Silver / Black,209.6,
Asus,DUAL EVO OC,Radeon RX 5700,8,1515,1750,Black,271,673.09
MSI,GAMING,GeForce GTX 1660 Ti,6,1500,1800,Black,247,468.99
EVGA,GAMING,GeForce RTX 2070 SUPER,8,1605,1770,Translucent Black,265.63,
Asus,Phoenix Fan,GeForce GTX 1060 3GB,3,1506,1708,Black / White,183,249.94
Asus,TUF Gaming X3 OC,GeForce GTX 1660 SUPER,6,1530,,Black,264,
MSI,Radeon RX 5700 XT 8G,Radeon RX 5700 XT,8,1605,1905,Silver,270,
Gigabyte,GAMING OC,Radeon RX 5700,8,1565,1750,Black / Gray,279.85,
Asus,STRIX GAMING Advanced,GeForce RTX 2060,6,1365,1759,,300,
EVGA,XC ULTRA GAMING,GeForce RTX 2060,6,1365,1830,Black,267.97,
EVGA,SC2,GeForce GTX 1080 Ti,11,1556,1670,Silver,267,999.99
EVGA,BLACK GAMING,GeForce GTX 1660 SUPER,6,1530,1785,Black,189.89,
MSI,GT 710 2GD3 LP,GeForce GT 710,2,954,,Black,146,53.79
MSI,GAMING,GeForce RTX 2060,6,1365,1680,Silver / Black,247,
PNY,VCQP6000-PB,Quadro P6000,24,1417,1531,Black / Green,,6999.00
Gigabyte,MINI ITX OC,GeForce GTX 1650,4,1665,1680,Black / Silver,152,
MSI,GeForce GTX 1060 6GT OCV1,GeForce GTX 1060 6GB,6,1544,1759,Black / White,243,
EVGA,XC BLACK GAMING,GeForce RTX 2060,6,1365,1680,Black,189.89,
VisionTek,901315,Radeon RX 5500 XT,4,1607,1845,Black,177.8,149.99
MSI,VENTUS 3X,GeForce RTX 3080,10,1440,,Black,305,
Asus,GT710-4H-SL-2GD5,GeForce GT 710,2,954,,Black,167,59.49
Asus,STRIX GAMING,GeForce RTX 2060,6,1365,1680,Black,300,
EVGA,XC ULTRA GAMING,GeForce RTX 2080 Ti,11,1350,1650,Black / Clear,270,1699.99
Asus,TUF GAMING,GeForce GTX 1650 SUPER,4,1530,1755,Black,206,
Gigabyte,WINDFORCE 3X,GeForce GTX 970,4,1114,1253,Black,310,
Sapphire,NITRO+ SE,Radeon RX 5500 XT,8,1607,1845,Black,257,239.00
PNY,VCQRTX6000-PB,Quadro RTX 6000,24,1440,1770,Black / Silver,266.7,3748.00
Gigabyte,MINI ITX OC,GeForce RTX 2060,6,1365,1695,Black,170,
Asus,STRIX GAMING,GeForce GTX 1080 Ti,11,1569,1708,Black,298,
Gigabyte,GAMING OC WHITE,GeForce RTX 2070 SUPER,8,1605,1815,White,286.5,
Gigabyte,WINDFORCE OC Rev 2.0,GeForce RTX 2060,6,1365,1770,Black / Gray,264.9,698.88
EVGA,SSC ACX 2.0+,GeForce GTX 970,4,1190,1342,Black / Blue,257,451.00
Asus,DUAL MINI OC,GeForce GTX 1660 SUPER,6,1530,1860,Black,197,
Asus,CERBERUS,GeForce GTX 1050 Ti,4,1341,1480,Black / Red,203,209.94
EVGA,Black Edition,GeForce GTX 1080 Ti,11,1480,1582,Black,270,929.99
Zotac,AMP,GeForce GTX 1060 6GB,6,1556,1771,Black / Silver,210,
Asus,STRIX GAMING OC,GeForce RTX 2070,8,1410,1845,Black,305,1199.99
Asus,ROG STRIX,Radeon RX 570,4,1168,1310,Black,240,254.99
NVIDIA,Founders Edition,GeForce RTX 2070,8,1410,1710,Silver / Black,228.6,2199.98
Asus,DUAL EVO OC,GeForce RTX 2060 SUPER,8,1500,1725,Black,267,
EVGA,SC ULTRA GAMING,GeForce GTX 1650,4,1485,1860,Black,202.1,299.99
MSI,D6 AERO ITX OC,GeForce GTX 1650,4,1485,1620,Black / White,170,177.99
EVGA,FTW3 ULTRA GAMING,GeForce RTX 2080 SUPER,8,1650,1845,Transparent / Black,301.925,1299.99
EVGA,SSC GAMING,GeForce GTX 1060 6GB,6,1607,1835,Black,267,
EVGA,GAMING,GeForce GTX 1060 3GB,3,1506,1708,Black,173,
AMD,RADEON PRO WX 4100,Radeon Pro WX 4100,4,925,975,Blue,168,249.99
Zotac,MINI,GeForce GTX 1070 Ti,8,1607,1683,,211,609.00
Gigabyte,GAMING,GeForce GTX 1060 6GB,6,1594,1847,Black / Orange,278,
Sapphire,NITRO+,Radeon RX 580,4,1257,1411,Black,260,
EVGA,FTW3 GAMING,GeForce RTX 3090,24,1400,1740,Black / Red,300,
Asus,DUAL EVO OC V2,GeForce RTX 2070,8,1410,1740,Black,242,898.99
EVGA,XC GAMING,GeForce RTX 2080 SUPER,8,1650,1830,Transparent / Black,269.83,1269.18
Asus,DUAL,Radeon RX 580,4,1257,1380,Black / White,242,325.99
Zotac,GAMING AMP,GeForce GTX 1660 Ti,6,1500,1860,Black,,451.62
GALAX,SG,GeForce RTX 3080,10,1440,1725,Black,329,
Asus,STRIX,GeForce GTX 1060 6GB,6,1620,1873,Black,298,
Gigabyte,GV-N1030SL-2GL,GeForce GT 1030,2,1252,1506,White,175,107.99
XFX,THICC II,Radeon RX 5700 XT,8,1605,1905,Black,293,
Gigabyte,AORUS,GeForce RTX 2060 SUPER,8,1470,1845,Black,290,
Gigabyte,GAMING OC PRO WHITE,GeForce RTX 2060,6,1680,1830,White / Black,280.35,
Asus,Turbo EVO,GeForce RTX 2070 SUPER,8,1635,1800,Black,268,
Gigabyte,GAMING,Radeon RX 570,4,1168,1255,Black / Orange,232,299.99
Gigabyte,WINDFORCE,GeForce RTX 2060,6,1365,1680,Black / Silver,264.9,
EVGA,SSC ACX 2.0+,GeForce GTX 960,2,1279,1342,Black,257,
EVGA,SC GAMING ACX 2.0,GeForce GTX 1050 Ti,4,1354,1468,Black,145,
MSI,D6 VENTUS XS OC,GeForce GTX 1650,4,1485,1620,Black / Silver,178,277.60
Asus,DUAL EVO,GeForce RTX 2070 SUPER,8,1635,1800,Black,267,
EVGA,06G-P4-4990-KR,GeForce GTX 980 Ti,6,1000,1076,Black / Silver,267,
GALAX,26NRL7HPX7OC,GeForce RTX 2060,6,1365,1710,Black,228,
MSI,N730-4GD3V2,GeForce GT 730,4,700,,White,145,94.99
MSI,GAMING,Radeon R9 390,8,1000,1060,Black / Red,277,498.00
EVGA,02G-P3-2717-KR,GeForce GT 710,2,954,,Black,115,46.88
Gigabyte,AORUS XTREME,GeForce GTX 1080 Ti,11,1607,1746,Black / Silver,293,
ASRock,Taichi X OC,Radeon RX 6800 XT,16,1825,,Black,330,
Asus,DUAL EVO OC,GeForce RTX 2080 SUPER,8,1650,1860,Black,267,1299.99
MSI,GAMING X,Radeon RX 480,8,1120,1316,Black / Red,276,
ASRock,Phantom Gaming D OC,Radeon RX 5600 XT,6,1280,1620,Black / Red,240.3,303.98
EVGA,XC ULTRA GAMING,GeForce RTX 2080,8,1515,1815,Black / Clear,270,
PNY,VCQRTX5000-PB,Quadro RTX 5000,16,1620,1815,Silver / Black,266.7,1893.00
Asus,STRIX GAMING,GeForce RTX 2080 Ti,11,1350,1560,Black,304.7,2154.00
ASRock,Challenger Pro OC,Radeon RX 5700 XT,8,1580,1905,Black / Gray,291,
MSI,ARMOR OC,Radeon RX 570,4,1168,1244,Black / White,246,279.99
MSI,GAMING LE,GeForce GTX 970,4,1076,1216,Black / Red,269,
Zotac,GAMING AMP Holo,GeForce RTX 3080,10,1440,1770,Black,317.8,
EVGA,BLACK GAMING,GeForce GTX 1660,6,1530,1785,Black,189.89,275.74
MSI,GT 1030 2G LP OC,GeForce GT 1030,2,1265,1518,Black,159,83.97
Gigabyte,AORUS,GeForce RTX 2080 SUPER,8,1650,1860,Black,290,
Asus,TURBO-GTX1070-8G,GeForce GTX 1070,8,1506,1683,Black / Silver,267,479.94
Asus,DUAL OC,GeForce GTX 1650,4,1485,1755,Silver / Black,204,379.85
Sapphire,NITRO+,Radeon RX 6800,16,1700,,Black / Silver,310.5,
Gigabyte,GAMING 8G,Radeon RX 590,8,1469,1560,Black / Orange,232,449.99
Asus,DUAL,GeForce RTX 2080,8,1515,,Black,268,879.94
Gigabyte,GAMING OC,Radeon RX 5500 XT,4,1685,1845,Black / Gray,281,419.11
AMD,100-506095,Radeon Pro W5500,8,1354,1900,Blue / White,241.3,399.00
EVGA,FTW3 GAMING,GeForce RTX 3070,8,1500,1770,Black / Silver,299.974,
EVGA,SC2 Gaming iCX,GeForce GTX 1080,8,1708,1847,White / Black,267,859.00
Asus,TUF Gaming X3 OC,Radeon RX 5700 XT,8,1650,1980,Black,269,
MSI,ARMOR OC,GeForce GTX 1070,8,1556,1746,Black / White,279,569.00
MSI,ARMOR OC,GeForce GTX 1080,8,1657,1797,Black / White,279,719.99
Asus,GTX750TI-OC-2GD5,GeForce GTX 750 Ti,2,1072,1150,Black / Red,217,528.91
Gigabyte,WINDFORCE OC,GeForce GTX 1070,8,1556,1771,Black / Orange,280,
PowerColor,Red Dragon,Radeon RX 580,8,1257,1350,Black / Red,255,
PNY,VCGGTX10606PB,GeForce GTX 1060 6GB,6,1506,1708,Black,265,
EVGA,Black,GeForce RTX 2080 Ti,11,1350,1545,Black / Clear,270,
MSI,GAMING,GeForce GTX 960,4,1241,1304,Black / Red,267,
Gigabyte,MINI ITX OC,GeForce GTX 1070,8,1531,1746,Black / Orange,169,764.64
EVGA,XC BLACK GAMING,GeForce GTX 1660 Ti,6,1500,1770,,189.89,434.99
Zotac,MINI,GeForce GTX 1080,8,1620,1759,Black,211,535.49
Gigabyte,GAMING OC,GeForce RTX 2070 SUPER,8,1605,1815,Black,286.5,
Inno3D,Twin X2 OC,GeForce GTX 1650 SUPER,4,1530,1755,Black,220,
MSI,GAMING Z,GeForce RTX 2070,8,1410,1830,Black,307,
AMD,RADEON PRO WX 7100,Radeon Pro WX 7100,8,900,1080,Blue,242,460.99
Palit,StormX OC,GeForce GTX 1650 SUPER,4,1530,1770,Black,168,
MSI,GAMING TRIO,GeForce RTX 3080,10,1440,,Black,323,
EVGA,GAMING,GeForce GTX 1080 Ti,11,1480,1582,Black / Silver,267,1139.00
Gigabyte,WINDFORCE,GeForce RTX 2080 Ti,11,1545,,Black,280.35,1879.00
VisionTek,901316,Radeon RX 5500 XT,8,1607,1845,Black,177.8,189.99
Asus,CERBERUS,GeForce GTX 1050,2,1404,1544,Black / Red,203,169.94
Zotac,MINI,GeForce GTX 1060 3GB,3,1506,1708,Black / Gray,174,
MSI,VENTUS,GeForce RTX 2060 SUPER,8,1470,1650,Black / Silver,231,
Gigabyte,WINDFORCE,GeForce RTX 2070,8,1620,,Black / Silver,280.35,899.99
MSI,GAMING,GeForce GTX 980 Ti,6,1178,1279,Black / Red,277,
Asus,GT710-SL-2GD5,GeForce GT 710,2,954,,Blue / Silver,167,82.13
Gigabyte,GAMING OC,GeForce RTX 2080 SUPER,8,1650,1845,White,286.5,
Zotac,GAMING Twin Fan,GeForce RTX 2070 SUPER,8,1605,1770,Black,268,1301.99
Asus,STRIX,GeForce GTX 1050 Ti,4,1379,1506,Black,241,712.24
MSI,VENTUS OC,GeForce RTX 2060,6,1365,1710,Silver / Black,226,
Asus,STRIX GAMING OC,GeForce RTX 2080 SUPER,8,1650,1890,Black,299.7,
MSI,GAMING,GeForce RTX 2060 SUPER,8,1470,1650,Black / Silver,248,
MSI,RX 580 8G V1,Radeon RX 580,8,1257,1340,Black / Red,198,329.99
PNY,Blower,GeForce GTX 1660 SUPER,6,1530,1785,Black,172.974,
MSI,GeForce GTX 1060 6G OCV1,GeForce GTX 1060 6GB,6,1544,1759,Black / White,188,
Zotac,ZT-P10510B-10L,GeForce GTX 1050 Ti,4,1392,1506,Black / White,174,298.98
Inno3D,iChill X3,GeForce RTX 3070,8,1500,1785,Black / Silver,300,
XFX,GTS XXX,Radeon RX 580,4,1257,1386,,270,
AMD,100-506115,Radeon Pro WX 3200,4,1250,1290,Blue / Black,167.64,184.99
MSI,GT OC,GeForce GTX 1060 3GB,3,1544,1759,Black / White,243,399.00
Sapphire,NITRO+ SE,Radeon RX 590,8,1469,1560,Blue / White,260,
EVGA,XC ULTRA GAMING,GeForce RTX 2070,8,1410,1725,Clear / Black,269.2,
MSI,VENTUS OC,GeForce RTX 2060 SUPER,8,1470,1665,Black / Silver,231,
Gigabyte,AORUS,Radeon RX 570,4,1168,1295,Black / Orange,232,367.31
Gigabyte,GAMING,GeForce GTX 1050 Ti,4,1366,1506,Black,219,
XFX,GTS,Radeon RX 580,8,1405,1425,Black / Red,270,219.99
XFX,GTS,Radeon RX 580,8,1257,1405,Black / Red,270,209.99
MSI,GAMING X TRIO,GeForce RTX 2080,8,1515,1860,Black,327,
NVIDIA,900-1G500-2500-000,Titan V,12,1200,1455,Black / Gold,267,
Sapphire,PULSE,Radeon RX 570,4,1168,1284,Black,230,
XFX,RX-560D4SFG5,Radeon RX 560 - 896,4,1175,1295,Black / Red,170,
PowerColor,AX5450 1GBK3-SH,Radeon HD 5450,1,650,,Black / Red,,38.98
PowerColor,Red Dragon,Radeon RX 570,4,1168,1250,Black / Red,255,
Palit,GamingPro OC,GeForce GTX 1660 SUPER,6,1530,1830,,235,
MSI,GAMING,GeForce GTX 1060 6GB,6,1506,1746,Black / Red,277,550.00
MSI,AERO ITX,GeForce GTX 1050 Ti,4,1341,1455,Black / White,155,
MSI,VENTUS OC,GeForce RTX 2080 SUPER,8,1650,1830,Silver / Black,268,1299.99
Asus,CERBERUS,GeForce GTX 1070 Ti,8,1607,1746,Black / Red,270,678.00
Zotac,AMP,GeForce GTX 1070 Ti,8,1607,1683,Black,300,559.00
NVIDIA,9001G4012500000,GeForce GTX 980,4,1126,1216,Black / Silver,267,1545.87
Zotac,MINI,GeForce GTX 1060 6GB,6,1506,1708,Black / Gray,174,
MSI,RX480-8G,Radeon RX 480,8,1120,1266,Black / Red,242,429.00
EVGA,SC ULTRA GAMING,GeForce GTX 1650,4,1485,1710,Black,202.1,
Asus,ROG STRIX,Radeon RX VEGA 64,8,1247,1590,Black / Red,298,871.00
Sapphire,PULSE,Radeon RX 570,8,1168,1284,Black / Silver,230,312.26
MSI,EVOKE OC,Radeon RX 5700 XT,8,1690,1945,Gold,254,
MSI,AERO ITX OC,GeForce GTX 1070,8,1531,1721,Black / White,175,553.99
AMD,RADEON PRO WX 5100,Radeon Pro WX 5100,8,926,1206,Blue,173,333.77
Gigabyte,GAMING OC PRO,GeForce RTX 2060,6,1365,1830,Black / Silver,280.35,
Gigabyte,GAMING OC,GeForce RTX 2080 SUPER,8,1815,1845,Black / Silver,286.5,
Zotac,GAMING AMP Extreme,GeForce RTX 2060 SUPER,8,1470,1710,Black,308,
MSI,ARMOR,GeForce RTX 2070,8,1410,1620,Black / Silver,309,
Asus,STRIX GAMING OC,GeForce GTX 1660 Ti,6,1500,1890,Black,301,
MSI,GAMING X,Radeon RX 580,8,1257,1393,Black / Red,276,
Asus,STRIX GAMING OC,GeForce RTX 2080,8,1515,1890,,297.7,1750.00
Zotac,ZT-71115-20L,GeForce GT 730,4,902,,Black / Gold,,79.99
Zotac,GAMING Low Profile,GeForce GTX 1650,4,1485,1665,Black,160,375.99
Gigabyte,AORUS,GeForce GTX 1080 Ti,11,1594,1708,Black / Orange,293,981.00
Asus,DUAL EVO Advanced,GeForce RTX 2060,6,1365,1725,Black,242,
KFA2,EX,GeForce RTX 2070 SUPER,8,1605,1830,Black,295,
MSI,ARMOR MK2 OC,Radeon RX 580,8,1340,1380,Red / Black,270,499.11
Sapphire,PULSE,Radeon RX 6800,16,1700,,Black / Red,303,
EVGA,GAMING,GeForce RTX 2080 Ti,11,1350,1545,Black,265.63,1799.99
GALAX,EX,GeForce GTX 1660 SUPER,6,1530,1845,Black,245,
PNY,VCQP4000-PB,Quadro P4000,8,1227,1480,Black / Green,242,858.00
XFX,RX-VEGMA3FD6,Radeon VII,16,1400,1801,Silver,280,
MSI,GT LP OC,GeForce GTX 1650,4,1485,1695,Black,168,361.99
NVIDIA,900120052500000,GeForce GTX 770,2,1046,1085,Black / Silver,267,
Gigabyte,WINDFORCE OC,GeForce GTX 1050 Ti,4,1354,1468,Black / Orange,229,
MSI,GAMING X,Radeon RX 570,8,1168,1293,Black / Red,276,
Gigabyte,WINDFORCE OC,GeForce GTX 1660 Ti,6,1500,1845,Black / Gray,264.9,
MSI,AERO ITX OC,GeForce GTX 1660 SUPER,6,1530,1815,Black / White,179,
MSI,ARMOR OC,Radeon RX 580,4,1257,1366,Black / White,269,302.99
Palit,StormX,GeForce RTX 2060,6,1365,1680,Black,168,
MSI,TRI FROZR,GeForce RTX 2070,8,1410,1620,Black,304,
Asus,CERBERUS,GeForce GTX 1050 Ti,4,1328,1442,Black / Red,203,225.11
MSI,MECH,Radeon RX 5500 XT,8,1607,1845,Black,215,
PowerColor,Radeon RX VEGA 64,Radeon RX VEGA 64,8,1247,1546,Black / Red,280,775.87
Gigabyte,GAMING,GeForce GTX 1080 Ti,11,1518,1657,White / Orange,280,1049.00
EVGA,XC3 BLACK GAMING,GeForce RTX 3090,24,1400,1695,Black / Red,285,
Sapphire,NITRO+,Radeon RX 570,4,1168,1340,Black,260,440.00
PNY,VCQP2200-SB,Quadro P2200,5,1000,1493,,200.66,403.99
PowerColor,AXRX 5600XT 6GBD6-3DH/OC,Radeon RX 5600 XT,6,1247,1620,Black,230,648.00
Zotac,AMP,GeForce GTX 1080 Ti,11,1569,1683,Black,300,999.99
Zotac,ZT-71301-20L,GeForce GT 710,1,954,,Black,146,168.63
Palit,GamingPro,GeForce RTX 3080,10,1440,1710,Black / Silver,294,
Gigabyte,GV-N107TGAMING-8GD,GeForce GTX 1070 Ti,8,1607,1721,Black / Orange,280,888.99
Gigabyte,GAMING OC,GeForce RTX 2080 SUPER,8,1650,1845,Black,286.5,1420.43
EVGA,Founders Edition,GeForce GTX 1070,8,1506,1683,Black / Silver,267,699.00
EVGA,SC GAMING ACX 3.0,GeForce GTX 1080,8,1708,1847,Black / Silver,267,
EVGA,Superclocked,GeForce GTX 750 Ti,2,1176,1255,Black / Silver,170,
Asus,RX5700XT-8G,Radeon RX 5700 XT,8,1605,1905,Silver,270,
EVGA,ACX 2.0,GeForce GTX 1050 Ti,4,1290,1392,Black,145,266.99
MSI,DUKE,GeForce GTX 1070 Ti,8,1607,1683,Black,312,745.00
MSI,GeForce GTX 1060 3G OCV1,GeForce GTX 1060 3GB,3,1544,1759,Black / White,188,
MSI,GAMING X,GeForce GTX 1660 SUPER,6,1530,1830,Black / Silver,247,
Asus,Turbo,GeForce RTX 2060,6,1365,1710,Black / Silver,268,388.94
Gigabyte,GAMING OC 3X,GeForce RTX 2060 SUPER,8,1470,1710,Black,280.35,
EVGA,Superclocked ACX 2.0,GeForce GTX 980,4,1266,1367,Black,267,
EVGA,SC Black Edition,GeForce GTX 1080 Ti,11,1556,1670,Black,267,1999.11
Zotac,GAMING AMP,GeForce GTX 1660,6,1530,1845,Black,209.6,
Asus,Turbo EVO,GeForce RTX 2060 SUPER,8,1500,1680,Black,268,
Zotac,ZT-71302-20L,GeForce GT 710,2,954,,Black,144,49.97
NVIDIA,900-1G600-2500-00,GeForce GTX Titan X,12,1000,1075,Black / Silver,267,2004.89
Asus,STRIX GAMING,GeForce RTX 2070 SUPER,8,1635,1800,Black,299.7,
PNY,VCQP2000-PB,Quadro P2000,5,1370,1470,Black,201,545.48
XFX,RX-57XT8MFD6,Radeon RX 5700 XT,8,1605,1905,Silver,266.7,
MSI,AIR BOOST OC,Radeon RX VEGA 56,8,1181,1520,Black / Red,270,649.99
AMD,100-505989,FirePro W9100,32,930,,Black / Red,275,
EVGA,FTW ULTRA SILENT GAMING,GeForce GTX 1070 Ti,8,1607,1683,Black / Silver,267,745.00
Palit,GameRock,GeForce RTX 2080 SUPER,8,1650,1815,Black / Silver,292,
Sapphire,11256-00,Radeon RX 470,4,932,1216,Black,243,
ASRock,Phantom Gaming D OC,Radeon RX 6800 XT,16,1825,,Black / Silver,330,
Zotac,AMP Extreme,GeForce RTX 2070 SUPER,8,1605,1830,Black,308,
Asus,Turbo,GeForce GTX 1060 6GB,6,1506,1708,Black,267,
Gigabyte,GV-R57XT-8GD-B,Radeon RX 5700 XT,8,1605,1905,Silver,270,
Asus,STRIX GAMING OC,GeForce GTX 1660 SUPER,6,1530,1875,Black / Silver,243,
KFA2,SG,GeForce RTX 3070,8,1500,1740,Black,329,
EVGA,Superclocked ACX 2.0,GeForce GTX 970,4,1165,1317,Black / Blue,241,
Asus,STRIX GAMING OC,Radeon RX 5700,8,1610,1750,Black,305,
Sapphire,NITRO+,Radeon RX 580,4,1257,1411,Black / Silver,260,405.99
Gigabyte,AORUS,Radeon RX 580,8,1257,1380,Black / Orange,232,514.98
PNY,XLR8 Gaming Overclocked Edition,GeForce RTX 2060,6,1365,1830,Black / Red,234.95,
Gigabyte,GAMING OC,GeForce GTX 1650,4,1665,1815,Black / Silver,265,
EVGA,XC HYBRID GAMING,GeForce RTX 2080 Ti,11,1350,1635,Black / Clear,269.2,2599.98
PowerColor,Red Dragon,Radeon RX 550 - 512,2,1100,1190,Black,225,
Gigabyte,GAMING 8G,Radeon RX 570,8,1168,1255,Black / Orange,232,
Asus,ROG STRIX TOP,Radeon RX 580,8,1257,1431,Black,298,529.99
Gigabyte,XTREME,GeForce GTX 1060 6GB,6,1620,1873,Black / Orange,280,361.94
Gigabyte,GAMING,GeForce GTX 970,4,1178,1329,Black,312,
EVGA,XC GAMING,GeForce GTX 1660,6,1530,1830,Black,189.89,292.84
Asus,DUAL EVO Advanced,GeForce RTX 2070 SUPER,8,1635,1815,Black,267,
EVGA,SSC ACX 2.0+,GeForce GTX 960,4,1279,1342,Black / Silver,257,
Gigabyte,AORUS XTREME,GeForce GTX 1080,8,1759,1936,Black / Orange,293,
PNY,XLR8,GeForce GTX 1070,8,1607,1797,Black / Red,292,
EVGA,01G-P3-1302-LR,GeForce 8400 GS,1,520,,Black / Green,158,47.59
Gigabyte,OC Low Profile,GeForce GTX 1050,2,1366,1506,Black,167,
Gigabyte,GV-N107TGAMING OC-8GD,GeForce GTX 1070 Ti,8,1645,1733,Black / Orange,280,
EVGA,Superclocked+ ACX 2.0+,GeForce GTX 980 Ti,6,1102,1190,Black / Silver,267,
PowerColor,Red Dragon,Radeon RX 5500 XT,8,1685,1845,Black / Silver,227,369.10
Asus,ROG STRIX,GeForce GTX 1060 6GB,6,1506,1708,Black,298,
EVGA,02G-P4-6333-KR,GeForce GT 1030,2,1290,1544,Black,145,94.78
EVGA,FTW2 DT Gaming iCX,GeForce GTX 1080,8,1607,1733,Black / Gray,267,769.99
EVGA,FTW DT GAMING,GeForce GTX 1080,8,1607,1733,Black / Gray,267,
PNY,VCQP400-PB,Quadro P400,2,1070,1170,Black,145,117.99
EVGA,SSC GAMING ACX 3.0,GeForce GTX 1050 Ti,4,1366,1480,Black,229,
Sapphire,PULSE,Radeon RX 6800 XT,16,1825,,Black / Red,313,
Zotac,MINI,GeForce GTX 1050,2,1354,1455,Black,145,
MSI,VENTUS,GeForce RTX 2070 SUPER,8,1605,1770,Black / Silver,257,
Asus,HD7770-2GD5,Radeon HD 7770,2,1020,,Black / Red,210,
Asus,STRIX GAMING OC,GeForce GTX 1650 SUPER,4,1530,1815,Black,243,
ASRock,Challenger ITX,Radeon RX 5500 XT,8,1607,1845,Black,190,212.98
Gigabyte,D5,GeForce GTX 1060 6GB,6,1506,1746,Black / Orange,278,
Asus,GTX650TI-OC-2GD5,GeForce GTX 650 Ti,2,980,,Black / Red,226,
Zotac,Blower,GeForce RTX 2080 Ti,11,1350,1545,Black / Silver,268,3486.49
Gigabyte,WINDFORCE,GeForce RTX 2080,8,1710,,Black,280.35,1319.88
Sapphire,PULSE,Radeon RX VEGA 56,8,1208,1512,Black / Red,282,649.00
MSI,ARMOR,GeForce GTX 1070 Ti,8,1607,1683,Black / White,279,
MSI,LIGHTNING Z,GeForce RTX 2080 Ti,11,1350,1770,Black / Gold,328,2324.00
MSI,GAMING X,Radeon RX 570,4,1168,1293,Black / Red,276,329.00
EVGA,XC GAMING,GeForce RTX 2070,8,1410,1710,Clear / Black,269.2,
Asus,STRIX GAMING Advanced,GeForce RTX 2080 Ti,11,1350,,Black,304.7,2132.00
Gigabyte,AORUS,GeForce GTX 1660 Ti,6,1500,1890,Black / Gray,280,
MSI,Radeon RX Vega 56 8G,Radeon RX VEGA 56,8,1156,1471,Black / Red,280,659.00
Gigabyte,GAMING MI,Radeon RX 570,8,1244,1255,Black / Orange,232,
PNY,Dual,GeForce GTX 1660 SUPER,6,1530,1785,Black,235,
PNY,XLR8 Gaming Overclocked Edition,GeForce GTX 1660 Ti,6,1500,1815,Black,167.894,
Gigabyte,GAMING OC,GeForce RTX 2060,6,1365,1680,Black,280,
Gigabyte,TURBO OC,GeForce GTX 1080,8,1657,1797,Black / Orange,280,669.00
XFX,DD,Radeon RX 5700 XT,8,1605,1905,Black,293,
MSI,GTX 1050 Ti 4G OC,GeForce GTX 1050 Ti,4,1341,1455,Black / White,177,239.99
