brand,model,speed,modules,price_per_gb,color,first_word_lat,cas_lat,price
EVGA,SSC 16 GB,DDR4-2800,4 x 4GB,,Black,11.429,16,
EVGA,Superclocked 16 GB,DDR3-1866,2 x 8GB,,Black,9.646,9,
OLOy,MD4U083015BADA 16 GB,DDR4-3000,2 x 8GB,,White / Silver,10,15,
ADATA,XPG GAMMIX D10 8 GB,DDR4-2400,1 x 8GB,,Black / White,13.333,16,
ADATA,XPG GAMMIX D10 8 GB,DDR4-2400,1 x 8GB,,Red / White,13.333,16,
ADATA,XPG GAMMIX D10 4 GB,DDR4-2666,1 x 4GB,,Red / White,12.003,16,
Patriot,Viper 3 8 GB,DDR3-1866,2 x 4GB,,Black / Silver,9.646,9,
Corsair,Dominator Platinum 16 GB,DDR3-2133,4 x 4GB,,Black / Silver,8.439,9,
Kingston,Predator Series 8 GB,DDR3-2400,2 x 4GB,,,9.167,11,
Kingston,Blu Red Series 8 GB,DDR3-1600,2 x 4GB,,,11.25,9,
Corsair,Dominator 16 GB,DDR3-1600,2 x 8GB,,Black / Blue,11.25,9,
G.Skill,Trident X 16 GB,DDR3-1866,2 x 8GB,,Black / Red,8.574,8,
Corsair,Dominator Platinum 128 GB,DDR4-2666,8 x 16GB,,Black / Silver,11.253,15,
Corsair,Vengeance RGB 32 GB,DDR4-3200,4 x 8GB,,White,10,16,
Crucial,Ballistix Tactical 8 GB,DDR3-1600,1 x 8GB,,Black / Yellow,10,8,
Crucial,Ballistix Sport 8 GB,DDR3-1600,2 x 4GB,,Black / Silver,11.25,9,
Kingston,Beast 32 GB,DDR3-1600,4 x 8GB,,Black,11.25,9,
G.Skill,Ripjaws 4 Series 8 GB,DDR4-3000,2 x 4GB,,Blue,10,15,
Corsair,Vengeance RGB 16 GB,DDR4-2933,2 x 8GB,,Black,10.91,16,
Corsair,Vengeance LP 4 GB,DDR3-1600,1 x 4GB,,Red,13.75,11,
G.Skill,Ripjaws V Series 16 GB,DDR4-2666,4 x 4GB,,Black / Red,11.253,15,
Kingston,Savage 16 GB,DDR4-3000,4 x 4GB,,Black / White,10,15,
Kingston,Savage 8 GB,DDR4-2800,2 x 4GB,,Black / White,10,14,
Team,T-Force XTREEM 16 GB,DDR4-3866,2 x 8GB,,Black / Gold,9.312,18,
G.Skill,Trident Z 8 GB,DDR4-3000,2 x 4GB,,Red / Silver,10,15,
Mushkin,Redline 16 GB,DDR4-2666,2 x 8GB,,Red / Silver,11.253,15,
Team,T-Force XTREEM 16 GB,DDR4-3866,2 x 8GB,,Black / White,9.312,18,
G.Skill,Ripjaws V Series 64 GB,DDR4-2133,4 x 16GB,,Red,14.065,15,
ADATA,AX4U3000W4G16-DGZ 8 GB,DDR4-3000,2 x 4GB,,Gold,10.667,16,
GeIL,SUPER LUCE RGB SYNC 16 GB,DDR4-3600,2 x 8GB,,White,8.889,16,
Kingston,Savage 64 GB,DDR4-2666,4 x 16GB,,Black / Silver,11.253,15,
Crucial,Ballistix Sport LT 16 GB,DDR4-2400,2 x 8GB,,Red / Black,13.333,16,
Corsair,Vengeance Pro 16 GB,DDR3-2133,2 x 8GB,,Black / Silver,10.314,11,
Corsair,Vengeance LPX 8 GB,DDR4-3733,2 x 4GB,,Black / Yellow,9.108,17,
GeIL,SUPER LUCE 16 GB,DDR4-2400,2 x 8GB,,Black / Blue,12.5,15,
Mushkin,Stealth 8 GB,DDR3-1600,2 x 4GB,6.999,Black / Gold,11.25,9,55.99
G.Skill,Ares Series 32 GB,DDR3-2133,4 x 8GB,,Black / Blue,9.376,10,
GeIL,Dragon RAM 8 GB,DDR4-3466,2 x 4GB,,White / Gold,9.233,16,
GeIL,Dragon RAM 8 GB,DDR4-4000,2 x 4GB,,White / Gold,9.5,19,
G.Skill,Sniper Series 8 GB,DDR3-2400,2 x 4GB,,Black / Red,9.167,11,
Corsair,Vengeance LPX 32 GB,DDR4-3600,4 x 8GB,,Red,10,18,
Kingston,Savage 16 GB,DDR4-2800,2 x 8GB,,Black,10,14,
Kingston,Savage 16 GB,DDR4-2666,2 x 8GB,,Black,9.752,13,
Team,Dark 8 GB,DDR4-2400,2 x 4GB,,Black / Silver,11.667,14,
Corsair,Vengeance LPX 8 GB,DDR4-4200,2 x 4GB,,Red,9.048,19,
Corsair,Vengeance Pro 8 GB,DDR3-1866,2 x 4GB,,Black / Blue,9.646,9,
Corsair,Vengeance Pro 32 GB,DDR3-1866,4 x 8GB,,Black / Silver,9.646,9,
Corsair,Vengeance Pro 8 GB,DDR3-1866,2 x 4GB,,Black / Red,9.646,9,
Corsair,Vengeance Pro 32 GB,DDR3-2400,4 x 8GB,,Black / Red,8.333,10,
G.Skill,Trident X 32 GB,DDR3-2666,4 x 8GB,,Black / Red,9.002,12,
Kingston,KVR16LR11D4K4/64I 64 GB,DDR3-1600,4 x 16GB,,Black / Green,13.75,11,
ADATA,XPG V2 8 GB,DDR3-2400,2 x 4GB,,Black / Yellow,9.167,11,
Avexir,Core series 24 GB,DDR3-1600,3 x 8GB,,Black / Blue,12.5,10,
AMD,RG2133 Gamer Series 16 GB,DDR3-2133,4 x 4GB,,,9.376,10,
Avexir,Core Series 8 GB,DDR4-2400,1 x 8GB,,Black / Green,13.333,16,
Patriot,Viper 3 16 GB,DDR3-1600,2 x 8GB,,Black / Blue,12.5,10,
Corsair,Vengeance LED 32 GB,DDR4-2666,2 x 16GB,,Black / Red,12.003,16,
Corsair,Vengeance LP 8 GB,DDR3-1600,2 x 4GB,,Green,11.25,9,
Patriot,Viper 4 8 GB,DDR4-3600,2 x 4GB,,Red / Black,9.444,17,
ADATA,XPG V1.0 4 GB,DDR3-1600,1 x 4GB,,,11.25,9,
Team,Vulcan 4 GB,DDR4-2400,1 x 4GB,,Black / Red,11.667,14,
Crucial,CT16G4RFD8266-2G6E1 16 GB,DDR4-2666,1 x 16GB,,Green / Black,14.254,19,
G.Skill,Ripjaws Z Series 16 GB,DDR3-2933,4 x 4GB,,,8.183,12,
Wintec,Value 8 GB,DDR3-1600,2 x 4GB,,,13.75,11,
Crucial,Ballistix 8 GB,DDR3-1866,1 x 8GB,,,9.646,9,
Team,Delta 8 GB,DDR4-2400,2 x 4GB,,Black / Red,12.5,15,
GeIL,TUF SUPER LUCE 8 GB,DDR4-2666,2 x 4GB,,Black / Camo,14.254,19,
Patriot,Viper Elite 8 GB,DDR4-3200,2 x 4GB,,Black / Red,10,16,
GeIL,EVO POTENZA 16 GB,DDR4-3600,2 x 8GB,,Black,10,18,
Corsair,Vengeance Pro 8 GB,DDR3-2933,2 x 4GB,,Black / Red,6.137,9,
Mushkin,Proline 16 GB,DDR3-1866,4 x 4GB,,Black / Green,13.934,13,
Corsair,Dominator Platinum 32 GB,DDR3-2666,4 x 8GB,,Black / Silver,9.002,12,
Samsung,M393B1K70DH0-YH908 8 GB,DDR3-1333,1 x 8GB,,Black / Green,13.503,9,
OLOy,WarHawk RGB 32 GB,DDR4-3600,2 x 16GB,,Red / White,10.556,19,
ADATA,XPG V2 16 GB,DDR3-1866,2 x 8GB,,Black / Silver,10.718,10,
Crucial,Ballistix Sport LT 32 GB,DDR4-2666,4 x 8GB,,Red,12.003,16,
Corsair,Vengeance LED 16 GB,DDR4-3200,2 x 8GB,,Black,10,16,
G.Skill,Flare X 32 GB,DDR4-2933,4 x 8GB,,Black,9.547,14,
G.Skill,Trident Z 16 GB,DDR4-4600,2 x 8GB,,,8.261,19,
GeIL,SUPER LUCE RGB 8 GB,DDR4-2133,2 x 4GB,,White,15.002,16,
Team,T-Force DARK 4 GB,DDR4-2666,1 x 4GB,,Red / Black,11.253,15,
Kingston,HyperX Fury Red 4 GB,DDR3-1333,1 x 4GB,6.835,Red / Silver,13.503,9,27.34
GeIL,EVO POTENZA 16 GB,DDR4-2133,2 x 8GB,,Red / Black,14.065,15,
Corsair,Vengeance Pro 64 GB,DDR3-2400,8 x 8GB,,Black / Red,7.5,9,
Avexir,Impact ROG 32 GB,DDR4-2666,4 x 8GB,,Black / Red,11.253,15,
Corsair,Dominator Platinum 64 GB,DDR3-2400,8 x 8GB,,Black / Silver,7.5,9,
Crucial,CT16G3ERSLD4160B 16 GB,DDR3-1600,1 x 16GB,3.750,Black / Green,13.75,11,60.00
G.Skill,Ares Series 8 GB,DDR3-2133,2 x 4GB,7.952,Black / Blue,8.439,9,63.62
Kingston,KVR1333D3D4R9S/8G 8 GB,DDR3-1333,1 x 8GB,3.749,Green,13.503,9,29.99
G.Skill,NS Series 8 GB,DDR3-1333,2 x 4GB,14.000,Black,13.503,9,112.00
Patriot,PXD38G1600C10K 8 GB,DDR3-1600,2 x 4GB,18.750,Black / Silver,12.5,10,150.00
G.Skill,Sniper X 32 GB,DDR4-3000,2 x 16GB,5.281,Black / Camo,10.667,16,169.00
Corsair,Vengeance RGB 32 GB,DDR4-3000,4 x 8GB,,White,10.667,16,
Mushkin,Essentials 8 GB,DDR3-1333,2 x 4GB,4.999,Green,13.503,9,39.99
Crucial,Ballistix Sport AT 16 GB,DDR4-2666,1 x 16GB,7.499,Silver / Black,12.003,16,119.99
OCZ,Platinum 6 GB,DDR3-1600,3 x 2GB,31.917,Silver,8.75,7,191.50
Corsair,Vengeance LED 32 GB,DDR4-3000,2 x 16GB,,Black / White,10.667,16,
Kingston,ValueRAM 3 GB,DDR3-1333,3 x 1GB,12.057,Green,13.503,9,36.17
G.Skill,Trident Z 16 GB,DDR4-3466,2 x 8GB,14.312,Silver / White,9.233,16,229.00
Mushkin,Proline 32 GB,DDR3-1333,1 x 32GB,3.406,Silver,10.503,7,108.99
Team,T-FORCE T1 4 GB,DDR4-2666,1 x 4GB,,Black / Red,13.503,18,
Corsair,Vengeance RGB 32 GB,DDR4-3000,4 x 8GB,,White,10,15,
Corsair,Vengeance LED 64 GB,DDR4-3000,4 x 16GB,,Black / Red,10,15,
Corsair,Vengeance LED 32 GB,DDR4-2666,4 x 8GB,,Black / White,12.003,16,
Team,Vulcan 16 GB,DDR4-2800,2 x 8GB,,Black / Gray,11.429,16,
Crucial,CT102472BD1339 8 GB,DDR3-1333,1 x 8GB,5.125,Green,13.503,9,41.00
Crucial,CT102472BA186D 8 GB,DDR3-1866,1 x 8GB,9.373,Green / Black,13.934,13,74.98
Apacer,Panther-Golden 8 GB,DDR4-2400,1 x 8GB,,Black / Gold,13.333,16,
Corsair,Vengeance LED 16 GB,DDR4-3600,2 x 8GB,,Black,10,18,
Corsair,XMS3 12 GB,DDR3-1333,6 x 2GB,,Black / White,13.503,9,
Corsair,Dominator 6 GB,DDR3-1600,3 x 2GB,,Black / White,10,8,
Corsair,XMS3 2 GB,DDR3-1333,2 x 1GB,,Black / White,13.503,9,
Corsair,XMS3 2 GB,DDR3-1333,2 x 1GB,,Black / White,13.503,9,
Corsair,Dominator 4 GB,DDR3-1600,2 x 2GB,42.648,Black / Blue,11.25,9,170.59
Patriot,Viper 6 GB,DDR3-1600,3 x 2GB,,Black / Blue,11.25,9,
GeIL,EVO FORZA 8 GB,DDR4-2400,2 x 4GB,,Red / Black,12.5,15,
OCZ,Platinum 2 GB,DDR3-1600,2 x 1GB,,Silver,8.75,7,
GALAX,HOF 16 GB,DDR4-3200,2 x 8GB,,White,8.75,14,
Corsair,Vengeance LED 16 GB,DDR4-3000,2 x 8GB,,Black / Blue,10.667,16,
Corsair,Vengeance RGB 128 GB,DDR4-3200,8 x 16GB,,Black,10,16,
Kingston,Savage 8 GB,DDR4-2666,1 x 8GB,,Black,9.752,13,
Corsair,Dominator GT 4 GB,DDR3-2133,2 x 2GB,,Black / Red,8.439,9,
OLOy,WarHawk RGB 32 GB,DDR4-3600,2 x 16GB,,Black / White,10,18,
Kingston,HyperX 8 GB,DDR3-1600,4 x 2GB,,Blue / Silver,11.25,9,
Corsair,Dominator GT 12 GB,DDR3-1600,3 x 4GB,22.132,Black / Blue,11.25,9,265.58
Mushkin,Enhanced Proline 16 GB,DDR4-2133,1 x 16GB,5.187,Green / Black,14.065,15,82.99
OCZ,Obsidian 4 GB,DDR3-1600,2 x 2GB,,Black / Silver,11.25,9,
G.Skill,ECO Series 4 GB,DDR3-1600,2 x 2GB,7.497,Silver,11.25,9,29.99
G.Skill,Trident Z 16 GB,DDR4-3866,2 x 8GB,,Silver / White,9.312,18,
GeIL,EVO FORZA 16 GB,DDR4-2133,2 x 8GB,,Red / Black,14.065,15,
G.Skill,Ripjaws X Series 16 GB,DDR3-1333,4 x 4GB,,Black / Red,13.503,9,
G.Skill,Ripjaws X Series 8 GB,DDR3-1333,2 x 4GB,,Black / Blue,10.503,7,
Corsair,XMS3 4 GB,DDR3-1600,2 x 2GB,28.648,Black / Blue,11.25,9,114.59
ADATA,XPG Z1 16 GB,DDR4-2400,4 x 4GB,,Red / Black,13.333,16,
Crucial,Ballistix Sport 32 GB,DDR4-2400,4 x 8GB,,Gray / Silver,13.333,16,
Patriot,Gamer 2 Series 4 GB,DDR3-1333,1 x 4GB,,Black / Blue,13.503,9,
Crucial,Ballistix Sport LT 16 GB,DDR4-2666,2 x 8GB,,White,12.003,16,
Kingston,KHX1600C9D3P1K2/8G 8 GB,DDR3-1600,2 x 4GB,,Gray / Silver,11.25,9,
Kingston,Predator 16 GB,DDR3-2133,2 x 8GB,,Black / Blue,10.314,11,
Kingston,Beast 8 GB,DDR3-2133,2 x 4GB,16.910,Black,10.314,11,135.28
Mushkin,Enhanced Redline 16 GB,DDR4-3600,2 x 8GB,,Red / Silver,10,18,
OLOy,MD4U083216BASA 8 GB,DDR4-3200,1 x 8GB,,White / Gray,10,16,
Kingston,HX426C13PB2K4/16 16 GB,DDR4-2666,4 x 4GB,,Black,9.752,13,
ADATA,XPG V1.0 8 GB,DDR3-1600,1 x 8GB,,Red / White,11.25,9,
G.Skill,Trident Z 32 GB,DDR4-3200,2 x 16GB,,Black / Yellow,9.375,15,
Compustocx,CSXA-LO-1333-4G-KIT 4 GB,DDR3-1333,1 x 4GB,,Green / Black,13.503,9,
Corsair,XMS3 8 GB,DDR3-1600,2 x 4GB,21.514,Black / White,11.25,9,172.11
Wintec,One 8 GB,DDR3-1333,2 x 4GB,,Black / Silver,13.503,9,
Klevv,CRAS 32 GB,DDR4-2800,4 x 8GB,,Silver / Black,11.429,16,
GeIL,EVO FORZA 32 GB,DDR4-2400,2 x 16GB,,Red / Black,13.333,16,
Team,Elite Plus 8 GB,DDR4-2400,2 x 4GB,,Black / Gold,13.333,16,
Crucial,CT2KIT25664BD1339 4 GB,DDR3-1333,2 x 2GB,,Green,13.503,9,
G.Skill,Sniper Series 16 GB,DDR3-1600,4 x 4GB,,Black / Red,11.25,9,
GeIL,Black Dragon 8 GB,DDR3-1600,2 x 4GB,,Black / Gold,11.25,9,
Corsair,Dominator Platinum 16 GB,DDR4-3300,4 x 4GB,,Black / Silver,9.697,16,
G.Skill,Ripjaws 4 series 32 GB,DDR4-2800,4 x 8GB,,Blue,10.714,15,
Mushkin,Redline 16 GB,DDR4-3000,2 x 8GB,,Red / White,10,15,
Corsair,Dominator Platinum 16 GB,DDR4-3000,4 x 4GB,,Black / Silver,10,15,
Team,T-FORCE VULCAN Z 32 GB,DDR4-2666,2 x 16GB,,Red,13.503,18,
Team,T-FORCE VULCAN Z 4 GB,DDR4-3000,1 x 4GB,,Red / Black,10.667,16,
G.Skill,Ripjaws Z Series 16 GB,DDR3-1600,4 x 4GB,,Black / Red,11.25,9,
Corsair,Vengeance 16 GB,DDR3-1866,4 x 4GB,,Black / Red,9.646,9,
Corsair,Vengeance 8 GB,DDR3-1600,4 x 2GB,,Black / Silver,11.25,9,
ADATA,AX4U3000W8G16-QGZ 32 GB,DDR4-3000,4 x 8GB,,Gold,10.667,16,
Kingston,Value 6 GB,DDR3-1066,3 x 2GB,24.098,Green,13.133,7,144.59
Corsair,Dominator 32 GB,DDR3-1600,4 x 8GB,,Black / Blue,11.25,9,
Kingston,KVR21N15/4 4 GB,DDR4-2133,1 x 4GB,,Black / Green,14.065,15,
Klevv,Cras 32 GB,DDR4-2133,4 x 8GB,,Black / Silver,14.065,15,
Kingston,KHX1866C9D3K2/8GX 8 GB,DDR3-1866,2 x 4GB,,Blue / Silver,9.646,9,
Crucial,Ballistix Sport 4 GB,DDR3-1600,2 x 2GB,,Black / Silver,11.25,9,
Crucial,Ballistix Sport 4 GB,DDR3-1333,2 x 2GB,11.748,Black / Silver,13.503,9,46.99
Corsair,Vengeance LP 4 GB,DDR3-1600,1 x 4GB,,Black / Yellow,11.25,9,
Kingston,KHX2133C11D3K4/16GX 16 GB,DDR3-2133,4 x 4GB,,Blue / Silver,10.314,11,
G.Skill,Ares Series 16 GB,DDR3-1600,4 x 4GB,,Black / Blue,10,8,
Team,Dark 8 GB,DDR3-1600,2 x 4GB,,Black,11.25,9,
Team,Dark 8 GB,DDR3-1600,1 x 8GB,,Black,11.25,9,
Crucial,Ballistix 16 GB,DDR3-1600,2 x 8GB,,Black / Yellow,10,8,
Crucial,Ballistix Tactical Tracer 4 GB,DDR3-1866,1 x 4GB,,Black / Silver,9.646,9,
G.Skill,Ripjaws Z Series 32 GB,DDR3-2133,4 x 8GB,,Black / Red,10.314,11,
Wintec,Server Series 16 GB,DDR3-1600,2 x 8GB,,Black / Green,13.75,11,
Crucial,Ballistix 8 GB,DDR3-1600,4 x 2GB,,,11.25,9,
G.Skill,Ares Series 16 GB,DDR3-1600,2 x 8GB,,Black / Red,11.25,9,
Transcend,JetRam 8 GB,DDR3-1333,1 x 8GB,,Black / Green,13.503,9,
ADATA,XPG GAMMIX D10 32 GB,DDR4-2666,4 x 8GB,,Black / White,12.003,16,
ADATA,XPG GAMMIX D10 8 GB,DDR4-2666,1 x 8GB,,Red / White,12.003,16,
Kingston,KVR13N9S8H/4 4 GB,DDR3-1333,1 x 4GB,5.747,,13.503,9,22.99
Crucial,CT2KIT51264BA160B 8 GB,DDR3-1600,2 x 4GB,,Green,13.75,11,
Kingston,XMP Blu Red Series 8 GB,DDR3-1600,2 x 4GB,,Red / Silver,11.25,9,
AMD,Entertainment Edition 16 GB,DDR3-1600,2 x 8GB,,Black / Red,13.75,11,
Patriot,Viper 3 8 GB,DDR3-1866,2 x 4GB,11.469,,9.646,9,91.75
Corsair,Vengeance LP 8 GB,DDR3-1600,1 x 8GB,,Black / Blue,11.25,9,
Corsair,Vengeance LP 32 GB,DDR3-1600,4 x 8GB,,Black / Blue,11.25,9,
Kingston,Predator Series 8 GB,DDR3-2133,2 x 4GB,,Black / Blue,10.314,11,
G.Skill,Ripjaws Z Series 16 GB,DDR3-1866,2 x 8GB,,Black / Blue,9.646,9,
G.Skill,Ripjaws Z Series 32 GB,DDR3-1866,4 x 8GB,,Black / Blue,9.646,9,
Corsair,Vengeance 16 GB,DDR3-1600,2 x 8GB,,,11.25,9,
Kingston,Black 16 GB,DDR3-1600,2 x 8GB,,Black / Silver,12.5,10,
G.Skill,NS Series 8 GB,DDR3-1600,2 x 4GB,,Black,13.75,11,
G.Skill,Trident Z Royal 64 GB,DDR4-3200,8 x 8GB,7.031,Silver,10,16,449.99
Mushkin,ECO2 16 GB,DDR3-1600,2 x 8GB,,Black / Silver,11.25,9,
Mushkin,ECO2 8 GB,DDR3-1600,2 x 4GB,,Black / Silver,11.25,9,
Kingston,Beast 32 GB,DDR3-2133,4 x 8GB,,Black,10.314,11,
Kingston,Beast 32 GB,DDR3-2400,4 x 8GB,,Black,9.167,11,
Crucial,Ballistix Sport 32 GB,DDR3-1600,4 x 8GB,,Black / Silver,11.25,9,
Corsair,Dominator Platinum 16 GB,DDR4-3666,4 x 4GB,,Black / Silver,9.82,18,
OLOy,MD4U1636181CHRDA 32 GB,DDR4-3600,2 x 16GB,,Red,10,18,
Crucial,Ballistix Tactical 16 GB,DDR4-2666,2 x 8GB,,Silver,12.003,16,
Corsair,Vengeance Pro 32 GB,DDR3-1600,4 x 8GB,,Black / Silver,13.75,11,
Kingston,Savage 8 GB,DDR4-2400,1 x 8GB,,Black / White,10,12,
Kingston,Savage 4 GB,DDR4-2400,1 x 4GB,,Black / White,10,12,
Kingston,Savage 8 GB,DDR4-2400,2 x 4GB,,Black / White,10,12,
Kingston,Savage 8 GB,DDR4-2666,1 x 8GB,,Black / White,9.752,13,
Kingston,Savage 16 GB,DDR4-2800,2 x 8GB,,Black / White,10,14,
Kingston,Savage 8 GB,DDR4-2800,1 x 8GB,,Black / White,10,14,
G.Skill,Trident Z 8 GB,DDR4-2800,2 x 4GB,,Red / Silver,10.714,15,
Patriot,Viper 4 8 GB,DDR4-2800,2 x 4GB,,Black / Red,11.429,16,
Corsair,Vengeance LPX 8 GB,DDR4-3333,2 x 4GB,,Black / Yellow,9.601,16,
G.Skill,Trident Z 8 GB,DDR4-3866,2 x 4GB,,Red / Silver,9.312,18,
G.Skill,Trident Z 16 GB,DDR4-3466,4 x 4GB,,Red / Silver,9.233,16,
G.Skill,Trident Z 8 GB,DDR4-3600,2 x 4GB,,Red / Silver,9.444,17,
Patriot,Signature Line 4 GB,DDR4-2400,1 x 4GB,,Blue / Silver,14.167,17,
GeIL,Dragon RAM 8 GB,DDR4-3333,2 x 4GB,,White / Gold,9.601,16,
Corsair,Vengeance Pro 16 GB,DDR3-1866,2 x 8GB,,Black / Red,11.79,11,
Kingston,KSM26RS8/8MEI 8 GB,DDR4-2666,1 x 8GB,6.689,Green / Black,14.254,19,53.51
GeIL,SUPER LUCE RGB SYNC 16 GB,DDR4-4133,2 x 8GB,,White,9.194,19,
GeIL,SUPER LUCE RGB SYNC 16 GB,DDR4-4133,2 x 8GB,,Black,9.194,19,
ADATA,AX4U3200W4G16-DGZ 8 GB,DDR4-3200,2 x 4GB,,Gold,10,16,
Team,T-Force Delta RGB 32 GB,DDR4-2400,2 x 16GB,,White,12.5,15,
Corsair,Vengeance LPX 64 GB,DDR4-2800,4 x 16GB,,Black / Yellow,10.714,15,
GeIL,SUPER LUCE 16 GB,DDR4-3000,2 x 8GB,,Black / Red,10,15,
Corsair,Dominator Platinum 16 GB,DDR4-3200,4 x 4GB,,Black / Silver,9.375,15,
Klevv,Fit 8 GB,DDR3-1600,2 x 4GB,,Black / Silver,11.25,9,
GeIL,SUPER LUCE 16 GB,DDR4-2400,2 x 8GB,,White / Blue,12.5,15,
GeIL,EVO POTENZA 16 GB,DDR4-3000,2 x 8GB,,Black / Red,10,15,
G.Skill,Sniper Series 8 GB,DDR3-2133,2 x 4GB,,Black / Red,9.376,10,
GeIL,Dragon Ram 8 GB,DDR4-4133,2 x 4GB,,White / Gold,9.194,19,
G.Skill,Trident X 32 GB,DDR3-2666,4 x 8GB,,Black / Red,8.252,11,
Corsair,Vengeance LPX 16 GB,DDR4-3200,4 x 4GB,,Black / Yellow,9.375,15,
Kingston,Savage 8 GB,DDR4-3000,1 x 8GB,,Black,10,15,
Kingston,Savage 8 GB,DDR4-2800,1 x 8GB,,Black,10,14,
Corsair,Vengeance Pro 8 GB,DDR3-2133,2 x 4GB,,Black / Red,8.439,9,
Mushkin,Essentials 16 GB,DDR4-2133,2 x 8GB,,Black / Green,14.065,15,
G.Skill,Ripjaws V Series 32 GB,DDR4-3333,4 x 8GB,11.219,Red / Silver,9.601,16,359.00
Team,Vulcan 16 GB,DDR4-3000,2 x 8GB,,Black / Red,10,15,
G.Skill,Trident X 16 GB,DDR3-2666,2 x 8GB,,Black / Red,9.002,12,
G.Skill,Trident X 16 GB,DDR3-2800,2 x 8GB,,Black / Red,8.571,12,
Crucial,Ballistix Sport XT 16 GB,DDR3-1866,4 x 4GB,,,10.718,10,
ADATA,XPG V2 16 GB,DDR3-2800,2 x 8GB,,Black / Yellow,7.857,11,
AMD,Performance Edition 16 GB,DDR3-1866,2 x 8GB,,Black / Red,9.646,9,
Avexir,Core Series 8 GB,DDR4-2400,2 x 4GB,,Black / Red,13.333,16,
Crucial,Ballistix Tactical 16 GB,DDR3-1866,2 x 8GB,,Black / Yellow,9.646,9,
Team,Vulcan 8 GB,DDR3-1600,2 x 4GB,,,11.25,9,
Team,Xtreem Dark Series 8 GB,DDR3-1600,2 x 4GB,,Black / Silver,11.25,9,
Corsair,Vengeance LED 32 GB,DDR4-3000,4 x 8GB,,Black / Red,10,15,
Corsair,Vengeance Pro 32 GB,DDR3-1600,4 x 8GB,,Black / Blue,11.25,9,
G.Skill,Trident Z 32 GB,DDR4-3200,4 x 8GB,,Black / Yellow,10,16,
Kingston,ValueRAM 32 GB,DDR4-2400,4 x 8GB,,Green,14.167,17,
Crucial,CT4G4WFS8266 4 GB,DDR4-2666,1 x 4GB,19.573,Green / Black,14.254,19,78.29
Team,T-Force DARK PRO 16 GB,DDR4-3466,2 x 8GB,,Black / Red,9.233,16,
Corsair,Vengeance LED 32 GB,DDR4-3333,2 x 16GB,,Black,9.601,16,
Corsair,Vengeance Pro Series 32 GB,DDR3-2666,4 x 8GB,,Black / Red,9.002,12,
Kingston,KVR16R11S8/4 4 GB,DDR3-1600,1 x 4GB,6.872,Green,13.75,11,27.49
Patriot,Viper Elite 8 GB,DDR4-3000,2 x 4GB,,Black / Blue,10.667,16,
Patriot,Viper Elite 8 GB,DDR4-3000,2 x 4GB,,Black / Red,10.667,16,
Corsair,Dominator Platinum 32 GB,DDR4-3733,4 x 8GB,,Black / Silver,9.108,17,
GeIL,EVO X 16 GB,DDR4-3000,2 x 8GB,,Black / Blue,10,15,
Mushkin,Proline 32 GB,DDR3-1866,4 x 8GB,,Black / Green,13.934,13,
Team,T-Force / Night Hawk 16 GB,DDR4-3000,2 x 8GB,,Black / Blue,10.667,16,
G.Skill,Trident Z 64 GB,DDR4-3300,4 x 16GB,,Black / White,9.697,16,
ADATA,XPG V1.0 8 GB,DDR3-1600,2 x 4GB,,Red / White,13.75,11,
ADATA,AX4U2666W4G16-DRG 8 GB,DDR4-2666,2 x 4GB,,Red / White,12.003,16,
Corsair,Vengeance LED 16 GB,DDR4-3000,2 x 8GB,,Black,10.667,16,
G.Skill,Sniper X 64 GB,DDR4-3600,4 x 16GB,,Black / Camo,10.556,19,
Patriot,Viper LED 16 GB,DDR4-2666,2 x 8GB,,Black / Red,11.253,15,
Team,T-Force DARK 8 GB,DDR4-2666,1 x 8GB,,Red / Black,11.253,15,
Kingston,HyperX Fury White 4 GB,DDR3-1333,1 x 4GB,7.345,White / Silver,13.503,9,29.38
Kingston,KVR18R13D4K4/64 64 GB,DDR3-1866,4 x 16GB,,Green,13.934,13,
Kingston,HyperX Fury 64 GB,DDR4-2400,4 x 16GB,,Red / Silver,12.5,15,
Team,T-Force Dark 16 GB,DDR4-3000,2 x 8GB,,Black,10.667,16,
Team,T-Force Dark 8 GB,DDR4-3200,2 x 4GB,,Silver / Black,10,16,
Corsair,Dominator Platinum 32 GB,DDR3-1600,4 x 8GB,,Black / Silver,8.75,7,
G.Skill,Flare X 64 GB,DDR4-2400,4 x 16GB,,Black,13.333,16,
Crucial,Ballistix Elite 32 GB,DDR4-3000,2 x 16GB,,Black,10,15,
Patriot,Viper Elite 16 GB,DDR4-2800,2 x 8GB,,Black / Blue,11.429,16,
Patriot,Viper Elite 16 GB,DDR4-3000,2 x 8GB,,Black / Gray,10,15,
G.Skill,Ripjaws V Series 32 GB,DDR4-3466,4 x 8GB,,Red,9.233,16,
G.Skill,AEGIS 8 GB,DDR3-1600,2 x 4GB,5.265,,13.75,11,42.12
G.Skill,Sniper X 32 GB,DDR4-3000,4 x 8GB,4.687,Black / Camo,10.667,16,149.99
G.Skill,Flare X 64 GB,DDR4-2400,4 x 16GB,5.303,Red,12.5,15,339.38
G.Skill,NS Series 4 GB,DDR3-1600,1 x 4GB,21.250,Black,13.75,11,85.00
G.Skill,Trident Z Royal 64 GB,DDR4-3200,8 x 8GB,10.625,Gold,8.75,14,679.99
